PurchaseOrderID OrderDate               TotalDue              VendorName                                         vendorID    employeeID  NextOrderfromEmployeeVendor                        Next2OrderfromEmployeeVendor
2081            2014-02-24 00:00:00.000 22047.6506            Jackson Authority                                  1680        259         National Bike Association                          Sport Fan Co.
2091            2014-02-25 00:00:00.000 510.278               National Bike Association                          1572        259         Sport Fan Co.                                      West Junction Cycles
2101            2014-02-25 00:00:00.000 26157.2561            Sport Fan Co.                                      1632        259         West Junction Cycles                               Aurora Bike Center
2111            2014-02-26 00:00:00.000 28212.0589            West Junction Cycles                               1556        259         Aurora Bike Center                                 Carlson Specialties
2121            2014-02-27 00:00:00.000 553.126               Aurora Bike Center                                 1616        259         Carlson Specialties                                Crowley Sport
2131            2014-02-27 00:00:00.000 10992.9047            Carlson Specialties                                1692        259         Crowley Sport                                      Trey Research
2141            2014-02-28 00:00:00.000 48485.6873            Crowley Sport                                      1658        259         Trey Research                                      Norstan Bike Hut
2161            2014-03-01 00:00:00.000 10828.6133            Trey Research                                      1584        259         Norstan Bike Hut                                   Sport Playground
2171            2014-03-03 00:00:00.000 525.1059              Norstan Bike Hut                                   1562        259         Sport Playground                                   WestAmerica Bicycle Co.
2181            2014-03-03 00:00:00.000 6572.8163             Sport Playground                                   1608        259         WestAmerica Bicycle Co.                            Chicago City Saddles
2191            2014-03-04 00:00:00.000 553.8221              WestAmerica Bicycle Co.                            1554        259         Chicago City Saddles                               Australia Bike Retailer
2211            2014-03-05 00:00:00.000 43380.5873            Chicago City Saddles                               1696        259         Australia Bike Retailer                            Cruger Bike Company
2201            2014-03-05 00:00:00.000 553.8221              Australia Bike Retailer                            1492        259         Cruger Bike Company                                Hill Bicycle Center
2221            2014-03-06 00:00:00.000 580.972               Cruger Bike Company                                1536        259         Hill Bicycle Center                                Lakewood Bicycle
2231            2014-03-06 00:00:00.000 7880.9981             Hill Bicycle Center                                1626        259         Lakewood Bicycle                                   Superior Bicycles
2241            2014-03-07 00:00:00.000 6311.1799             Lakewood Bicycle                                   1620        259         Superior Bicycles                                  Beaumont Bikes
2261            2014-03-10 00:00:00.000 100685.3348           Superior Bicycles                                  1576        259         Beaumont Bikes                                     Chicago Rent-All
2281            2014-03-12 00:00:00.000 1685.3792             Beaumont Bikes                                     1602        259         Chicago Rent-All                                   Custom Frames, Inc.
2291            2014-03-13 00:00:00.000 609.8274              Chicago Rent-All                                   1504        259         Custom Frames, Inc.                                Hill's Bicycle Service
2301            2014-03-14 00:00:00.000 20133.2381            Custom Frames, Inc.                                1568        259         Hill's Bicycle Service                             Leaf River Terrain
2311            2014-03-14 00:00:00.000 31319.7885            Hill's Bicycle Service                             1542        259         Leaf River Terrain                                 SUPERSALES INC.
2321            2014-03-17 00:00:00.000 555.9106              Leaf River Terrain                                 1666        259         SUPERSALES INC.                                    Premier Sport, Inc.
2341            2014-03-19 00:00:00.000 580.125               SUPERSALES INC.                                    1590        259         Premier Sport, Inc.                                Bergeron Off-Roads
2331            2014-03-19 00:00:00.000 23821.6729            Premier Sport, Inc.                                1682        259         Bergeron Off-Roads                                 Circuit Cycles
2361            2014-03-21 00:00:00.000 568.7893              Bergeron Off-Roads                                 1540        259         Circuit Cycles                                     Hybrid Bicycle Center
2371            2014-03-21 00:00:00.000 3509.7563             Circuit Cycles                                     1544        259         Hybrid Bicycle Center                              Pro Sport Industries
2391            2014-03-24 00:00:00.000 24880.9811            Hybrid Bicycle Center                              1610        259         Pro Sport Industries                               Training Systems
2411            2014-03-26 00:00:00.000 525.628               Pro Sport Industries                               1686        259         Training Systems                                   Advanced Bicycles
2421            2014-03-27 00:00:00.000 1902.578              Training Systems                                   1514        259         Advanced Bicycles                                  Bicycle Specialists
2431            2014-03-28 00:00:00.000 555.9106              Advanced Bicycles                                  1496        259         Bicycle Specialists                                Inline Accessories
2441            2014-03-28 00:00:00.000 38281.8686            Bicycle Specialists                                1628        259         Inline Accessories                                 Electronic Bike Repair & Supplies
2471            2014-04-02 00:00:00.000 38281.8686            Inline Accessories                                 1638        259         Electronic Bike Repair & Supplies                  Professional Athletic Consultants
2461            2014-04-02 00:00:00.000 21256.3601            Electronic Bike Repair & Supplies                  1646        259         Professional Athletic Consultants                  Trikes, Inc.
2491            2014-04-03 00:00:00.000 49915.1153            Professional Athletic Consultants                  1684        259         Trikes, Inc.                                       Allenson Cycles
2501            2014-04-04 00:00:00.000 29233.0789            Trikes, Inc.                                       1498        259         Allenson Cycles                                    Bike Satellite Inc.
2511            2014-04-07 00:00:00.000 9776.2665             Allenson Cycles                                    1494        259         Bike Satellite Inc.                                Compete Enterprises, Inc
2521            2014-04-07 00:00:00.000 1748.0327             Bike Satellite Inc.                                1604        259         Compete Enterprises, Inc                           Expert Bike Co
2531            2014-04-08 00:00:00.000 2118.6165             Compete Enterprises, Inc                           1508        259         Expert Bike Co                                     Ready Rentals
2541            2014-04-09 00:00:00.000 56200.7696            Expert Bike Co                                     1672        259         Ready Rentals                                      Varsity Sport Co.
2571            2014-04-10 00:00:00.000 555.9106              Ready Rentals                                      1534        259         Varsity Sport Co.                                  Compete, Inc.
2581            2014-04-11 00:00:00.000 1043.5289             Varsity Sport Co.                                  1674        259         Compete, Inc.                                      Federal Sport
2611            2014-04-15 00:00:00.000 3765.0113             Compete, Inc.                                      1694        259         Federal Sport                                      Mitchell Sports
2621            2014-04-16 00:00:00.000 1410.2839             Federal Sport                                      1600        259         Mitchell Sports                                    Victory Bikes
2641            2014-04-17 00:00:00.000 48485.6873            Mitchell Sports                                    1586        259         Victory Bikes                                      American Bikes
2661            2014-04-18 00:00:00.000 7727.8451             Victory Bikes                                      1652        259         American Bikes                                     Competition Bike Training Systems
2671            2014-04-21 00:00:00.000 22539.0165            American Bikes                                     1654        259         Competition Bike Training Systems                  First National Sport Co.
2691            2014-04-22 00:00:00.000 31268.7375            Competition Bike Training Systems                  1624        259         First National Sport Co.                           International Bicycles
2701            2014-04-23 00:00:00.000 2214.3371             First National Sport Co.                           1522        259         International Bicycles                             Signature Cycles
2711            2014-04-23 00:00:00.000 31160.2541            International Bicycles                             1526        259         Signature Cycles                                   Vision Cycles, Inc.
2731            2014-04-24 00:00:00.000 44720.676             Signature Cycles                                   1588        259         Vision Cycles, Inc.                                First Rate Bicycles
2741            2014-04-25 00:00:00.000 29526.6221            Vision Cycles, Inc.                                1578        259         First Rate Bicycles                                International Sport Assoc.
2781            2014-04-30 00:00:00.000 24880.9811            First Rate Bicycles                                1570        259         International Sport Assoc.                         Mountain Works
2791            2014-04-30 00:00:00.000 4103.2241             International Sport Assoc.                         1644        259         Mountain Works                                     Vista Road Bikes
2801            2014-05-01 00:00:00.000 625.5256              Mountain Works                                     1656        259         Vista Road Bikes                                   Proseware, Inc.
2821            2014-05-02 00:00:00.000 41817.1504            Vista Road Bikes                                   1538        259         Proseware, Inc.                                    Capital Road Cycles
2831            2014-05-03 00:00:00.000 27995.0921            Proseware, Inc.                                    1678        259         Capital Road Cycles                                Gardner Touring Cycles
2841            2014-05-05 00:00:00.000 15104.7146            Capital Road Cycles                                1560        259         Gardner Touring Cycles                             Jackson Authority
2861            2014-05-08 00:00:00.000 502.6203              Gardner Touring Cycles                             1516        259         Jackson Authority                                  National Bike Association
2871            2014-05-09 00:00:00.000 22047.6506            Jackson Authority                                  1680        259         National Bike Association                          Sport Fan Co.
2881            2014-05-09 00:00:00.000 510.278               National Bike Association                          1572        259         Sport Fan Co.                                      West Junction Cycles
2891            2014-05-12 00:00:00.000 26157.2561            Sport Fan Co.                                      1632        259         West Junction Cycles                               Aurora Bike Center
2901            2014-05-13 00:00:00.000 28212.0589            West Junction Cycles                               1556        259         Aurora Bike Center                                 Carlson Specialties
2911            2014-05-13 00:00:00.000 553.126               Aurora Bike Center                                 1616        259         Carlson Specialties                                Crowley Sport
2921            2014-05-14 00:00:00.000 10992.9047            Carlson Specialties                                1692        259         Crowley Sport                                      Greenwood Athletic Company
2931            2014-05-14 00:00:00.000 48485.6873            Crowley Sport                                      1658        259         Greenwood Athletic Company                         Norstan Bike Hut
2941            2014-05-15 00:00:00.000 48485.6873            Greenwood Athletic Company                         1506        259         Norstan Bike Hut                                   Sport Playground
2961            2014-05-16 00:00:00.000 525.1059              Norstan Bike Hut                                   1562        259         Sport Playground                                   Australia Bike Retailer
2971            2014-05-19 00:00:00.000 6572.8163             Sport Playground                                   1608        259         Australia Bike Retailer                            WestAmerica Bicycle Co.
2991            2014-05-20 00:00:00.000 553.8221              Australia Bike Retailer                            1492        259         WestAmerica Bicycle Co.                            Chicago City Saddles
2981            2014-05-20 00:00:00.000 553.8221              WestAmerica Bicycle Co.                            1554        259         Chicago City Saddles                               Cruger Bike Company
3001            2014-05-21 00:00:00.000 43380.5873            Chicago City Saddles                               1696        259         Cruger Bike Company                                Hill Bicycle Center
3011            2014-05-21 00:00:00.000 580.972               Cruger Bike Company                                1536        259         Hill Bicycle Center                                Lakewood Bicycle
3021            2014-05-22 00:00:00.000 7880.9981             Hill Bicycle Center                                1626        259         Lakewood Bicycle                                   Beaumont Bikes
3031            2014-05-23 00:00:00.000 6311.1799             Lakewood Bicycle                                   1620        259         Beaumont Bikes                                     Chicago Rent-All
3071            2014-05-26 00:00:00.000 1685.3792             Beaumont Bikes                                     1602        259         Chicago Rent-All                                   Custom Frames, Inc.
3081            2014-05-27 00:00:00.000 609.8274              Chicago Rent-All                                   1504        259         Custom Frames, Inc.                                Hill's Bicycle Service
3091            2014-05-27 00:00:00.000 20133.2381            Custom Frames, Inc.                                1568        259         Hill's Bicycle Service                             Leaf River Terrain
3101            2014-05-28 00:00:00.000 31319.7885            Hill's Bicycle Service                             1542        259         Leaf River Terrain                                 Premier Sport, Inc.
3111            2014-05-29 00:00:00.000 555.9106              Leaf River Terrain                                 1666        259         Premier Sport, Inc.                                SUPERSALES INC.
3121            2014-05-29 00:00:00.000 23821.6729            Premier Sport, Inc.                                1682        259         SUPERSALES INC.                                    Circuit Cycles
3131            2014-05-30 00:00:00.000 580.125               SUPERSALES INC.                                    1590        259         Circuit Cycles                                     Hybrid Bicycle Center
3161            2014-06-03 00:00:00.000 3509.7563             Circuit Cycles                                     1544        259         Hybrid Bicycle Center                              Pro Sport Industries
3181            2014-06-04 00:00:00.000 24880.9811            Hybrid Bicycle Center                              1610        259         Pro Sport Industries                               Advanced Bicycles
3201            2014-06-05 00:00:00.000 525.628               Pro Sport Industries                               1686        259         Advanced Bicycles                                  Training Systems
3221            2014-06-06 00:00:00.000 555.9106              Advanced Bicycles                                  1496        259         Training Systems                                   Bicycle Specialists
3211            2014-06-06 00:00:00.000 1902.578              Training Systems                                   1514        259         Bicycle Specialists                                Comfort Road Bicycles
3231            2014-06-07 00:00:00.000 38281.8686            Bicycle Specialists                                1628        259         Comfort Road Bicycles                              Inline Accessories
3241            2014-06-09 00:00:00.000 31019.8639            Comfort Road Bicycles                              1530        259         Inline Accessories                                 Trikes, Inc.
3261            2014-06-10 00:00:00.000 38281.8686            Inline Accessories                                 1638        259         Trikes, Inc.                                       Professional Athletic Consultants
3291            2014-06-12 00:00:00.000 29233.0789            Trikes, Inc.                                       1498        259         Professional Athletic Consultants                  Allenson Cycles
3281            2014-06-12 00:00:00.000 49915.1153            Professional Athletic Consultants                  1684        259         Allenson Cycles                                    Bike Satellite Inc.
3301            2014-06-13 00:00:00.000 9776.2665             Allenson Cycles                                    1494        259         Bike Satellite Inc.                                Compete Enterprises, Inc
3311            2014-06-13 00:00:00.000 1748.0327             Bike Satellite Inc.                                1604        259         Compete Enterprises, Inc                           Expert Bike Co
3321            2014-06-16 00:00:00.000 2118.6165             Compete Enterprises, Inc                           1508        259         Expert Bike Co                                     Inner City Bikes
3331            2014-06-17 00:00:00.000 56200.7696            Expert Bike Co                                     1672        259         Inner City Bikes                                   Ready Rentals
3341            2014-06-17 00:00:00.000 553.8221              Inner City Bikes                                   1582        259         Ready Rentals                                      Varsity Sport Co.
3361            2014-06-19 00:00:00.000 555.9106              Ready Rentals                                      1534        259         Varsity Sport Co.                                  Compete, Inc.
3371            2014-06-19 00:00:00.000 1043.5289             Varsity Sport Co.                                  1674        259         Compete, Inc.                                      Federal Sport
3401            2014-06-21 00:00:00.000 3765.0113             Compete, Inc.                                      1694        259         Federal Sport                                      Mitchell Sports
3411            2014-06-22 00:00:00.000 1410.2839             Federal Sport                                      1600        259         Mitchell Sports                                    American Bikes
3431            2014-06-24 00:00:00.000 48485.6873            Mitchell Sports                                    1586        259         American Bikes                                     Competition Bike Training Systems
3461            2014-06-26 00:00:00.000 22539.0165            American Bikes                                     1654        259         Competition Bike Training Systems                  First National Sport Co.
3481            2014-06-27 00:00:00.000 31268.7375            Competition Bike Training Systems                  1624        259         First National Sport Co.                           International Bicycles
3491            2014-06-27 00:00:00.000 2214.3371             First National Sport Co.                           1522        259         International Bicycles                             Signature Cycles
3501            2014-06-28 00:00:00.000 31160.2541            International Bicycles                             1526        259         Signature Cycles                                   Vision Cycles, Inc.
3521            2014-07-01 00:00:00.000 44720.676             Signature Cycles                                   1588        259         Vision Cycles, Inc.                                Anderson's Custom Bikes
3531            2014-07-01 00:00:00.000 29526.6221            Vision Cycles, Inc.                                1578        259         Anderson's Custom Bikes                            International Sport Assoc.
3541            2014-07-02 00:00:00.000 16164.0229            Anderson's Custom Bikes                            1664        259         International Sport Assoc.                         First Rate Bicycles
3581            2014-07-04 00:00:00.000 4103.2241             International Sport Assoc.                         1644        259         First Rate Bicycles                                Mountain Works
3571            2014-07-04 00:00:00.000 24880.9811            First Rate Bicycles                                1570        259         Mountain Works                                     Vista Road Bikes
3591            2014-07-07 00:00:00.000 625.5256              Mountain Works                                     1656        259         Vista Road Bikes                                   Proseware, Inc.
3611            2014-07-08 00:00:00.000 41817.1504            Vista Road Bikes                                   1538        259         Proseware, Inc.                                    Capital Road Cycles
3621            2014-07-09 00:00:00.000 27995.0921            Proseware, Inc.                                    1678        259         Capital Road Cycles                                Jackson Authority
3631            2014-07-09 00:00:00.000 15104.7146            Capital Road Cycles                                1560        259         Jackson Authority                                  National Bike Association
3661            2014-07-11 00:00:00.000 22047.6506            Jackson Authority                                  1680        259         National Bike Association                          Sport Fan Co.
3671            2014-07-12 00:00:00.000 510.278               National Bike Association                          1572        259         Sport Fan Co.                                      West Junction Cycles
3681            2014-07-14 00:00:00.000 26157.2561            Sport Fan Co.                                      1632        259         West Junction Cycles                               Aurora Bike Center
3691            2014-07-14 00:00:00.000 28212.0589            West Junction Cycles                               1556        259         Aurora Bike Center                                 Carlson Specialties
3701            2014-07-15 00:00:00.000 553.126               Aurora Bike Center                                 1616        259         Carlson Specialties                                Crowley Sport
3711            2014-07-15 00:00:00.000 10992.9047            Carlson Specialties                                1692        259         Crowley Sport                                      Greenwood Athletic Company
3721            2014-07-16 00:00:00.000 48485.6873            Crowley Sport                                      1658        259         Greenwood Athletic Company                         Trey Research
3731            2014-07-17 00:00:00.000 48485.6873            Greenwood Athletic Company                         1506        259         Trey Research                                      WestAmerica Bicycle Co.
3741            2014-07-17 00:00:00.000 10828.6133            Trey Research                                      1584        259         WestAmerica Bicycle Co.                            Sport Playground
3771            2014-07-19 00:00:00.000 553.8221              WestAmerica Bicycle Co.                            1554        259         Sport Playground                                   Chicago City Saddles
3761            2014-07-19 00:00:00.000 6572.8163             Sport Playground                                   1608        259         Chicago City Saddles                               Australia Bike Retailer
3791            2014-07-21 00:00:00.000 43380.5873            Chicago City Saddles                               1696        259         Australia Bike Retailer                            Cruger Bike Company
3781            2014-07-21 00:00:00.000 553.8221              Australia Bike Retailer                            1492        259         Cruger Bike Company                                Hill Bicycle Center
3801            2014-07-22 00:00:00.000 580.972               Cruger Bike Company                                1536        259         Hill Bicycle Center                                Lakewood Bicycle
3811            2014-07-23 00:00:00.000 7880.9981             Hill Bicycle Center                                1626        259         Lakewood Bicycle                                   Superior Bicycles
3821            2014-07-23 00:00:00.000 6311.1799             Lakewood Bicycle                                   1620        259         Superior Bicycles                                  Beaumont Bikes
3841            2014-07-25 00:00:00.000 100685.3348           Superior Bicycles                                  1576        259         Beaumont Bikes                                     Chicago Rent-All
3861            2014-07-26 00:00:00.000 1685.3792             Beaumont Bikes                                     1602        259         Chicago Rent-All                                   Custom Frames, Inc.
3871            2014-07-26 00:00:00.000 609.8274              Chicago Rent-All                                   1504        259         Custom Frames, Inc.                                Hill's Bicycle Service
3881            2014-07-27 00:00:00.000 20133.2381            Custom Frames, Inc.                                1568        259         Hill's Bicycle Service                             Leaf River Terrain
3891            2014-07-28 00:00:00.000 31319.7885            Hill's Bicycle Service                             1542        259         Leaf River Terrain                                 Premier Sport, Inc.
3901            2014-07-28 00:00:00.000 555.9106              Leaf River Terrain                                 1666        259         Premier Sport, Inc.                                SUPERSALES INC.
3911            2014-07-29 00:00:00.000 23821.6729            Premier Sport, Inc.                                1682        259         SUPERSALES INC.                                    Bergeron Off-Roads
3921            2014-07-30 00:00:00.000 580.125               SUPERSALES INC.                                    1590        259         Bergeron Off-Roads                                 Hybrid Bicycle Center
3941            2014-07-31 00:00:00.000 568.7893              Bergeron Off-Roads                                 1540        259         Hybrid Bicycle Center                              Pro Sport Industries
3971            2014-08-02 00:00:00.000 24880.9811            Hybrid Bicycle Center                              1610        259         Pro Sport Industries                               NULL
3991            2014-08-03 00:00:00.000 525.628               Pro Sport Industries                               1686        259         NULL                                               NULL
340             2013-05-09 00:00:00.000 8423.415              Compete, Inc.                                      1694        260         Federal Sport                                      Mitchell Sports
350             2013-05-22 00:00:00.000 1410.2839             Federal Sport                                      1600        260         Mitchell Sports                                    Victory Bikes
370             2013-05-23 00:00:00.000 48485.6873            Mitchell Sports                                    1586        260         Victory Bikes                                      American Bikes
390             2013-05-29 00:00:00.000 53246.193             Victory Bikes                                      1652        260         American Bikes                                     Trikes, Inc.
400             2013-06-25 00:00:00.000 22539.0165            American Bikes                                     1654        260         Trikes, Inc.                                       Allenson Cycles
418             2013-08-04 00:00:00.000 29233.0789            Trikes, Inc.                                       1498        260         Allenson Cycles                                    Compete Enterprises, Inc
428             2013-08-04 00:00:00.000 9776.2665             Allenson Cycles                                    1494        260         Compete Enterprises, Inc                           Expert Bike Co
448             2013-08-05 00:00:00.000 41230.0639            Compete Enterprises, Inc                           1508        260         Expert Bike Co                                     Inner City Bikes
458             2013-08-06 00:00:00.000 56480.6915            Expert Bike Co                                     1672        260         Inner City Bikes                                   Ready Rentals
468             2013-08-07 00:00:00.000 767.0528              Inner City Bikes                                   1582        260         Ready Rentals                                      Varsity Sport Co.
488             2013-08-08 00:00:00.000 769.6634              Ready Rentals                                      1534        260         Varsity Sport Co.                                  Compete, Inc.
498             2013-08-10 00:00:00.000 1043.5289             Varsity Sport Co.                                  1674        260         Compete, Inc.                                      Competition Bike Training Systems
528             2013-08-12 00:00:00.000 8423.415              Compete, Inc.                                      1694        260         Competition Bike Training Systems                  Mitchell Sports
540             2013-08-13 00:00:00.000 31268.7375            Competition Bike Training Systems                  1624        260         Mitchell Sports                                    Victory Bikes
562             2013-08-14 00:00:00.000 48485.6873            Mitchell Sports                                    1586        260         Victory Bikes                                      American Bikes
582             2013-08-15 00:00:00.000 49276.9778            Victory Bikes                                      1652        260         American Bikes                                     Competition Bike Training Systems
592             2013-08-17 00:00:00.000 22539.0165            American Bikes                                     1654        260         Competition Bike Training Systems                  First National Sport Co.
616             2013-08-19 00:00:00.000 31268.7375            Competition Bike Training Systems                  1624        260         First National Sport Co.                           International Bicycles
626             2013-08-19 00:00:00.000 2214.3371             First National Sport Co.                           1522        260         International Bicycles                             Signature Cycles
636             2013-08-20 00:00:00.000 31160.2541            International Bicycles                             1526        260         Signature Cycles                                   Vision Cycles, Inc.
660             2013-08-22 00:00:00.000 44720.676             Signature Cycles                                   1588        260         Vision Cycles, Inc.                                Anderson's Custom Bikes
670             2013-08-22 00:00:00.000 69442.1228            Vision Cycles, Inc.                                1578        260         Anderson's Custom Bikes                            First Rate Bicycles
680             2013-08-25 00:00:00.000 16164.0229            Anderson's Custom Bikes                            1664        260         First Rate Bicycles                                International Sport Assoc.
710             2013-08-27 00:00:00.000 56200.7696            First Rate Bicycles                                1570        260         International Sport Assoc.                         First National Sport Co.
720             2013-08-27 00:00:00.000 4103.2241             International Sport Assoc.                         1644        260         First National Sport Co.                           Proseware, Inc.
754             2013-08-30 00:00:00.000 2214.3371             First National Sport Co.                           1522        260         Proseware, Inc.                                    Capital Road Cycles
764             2013-09-01 00:00:00.000 36852.4406            Proseware, Inc.                                    1678        260         Capital Road Cycles                                Gardner Touring Cycles
774             2013-09-02 00:00:00.000 15104.7146            Capital Road Cycles                                1560        260         Gardner Touring Cycles                             Jackson Authority
794             2013-09-03 00:00:00.000 502.6203              Gardner Touring Cycles                             1516        260         Jackson Authority                                  National Bike Association
804             2013-09-03 00:00:00.000 48485.6873            Jackson Authority                                  1680        260         National Bike Association                          Sport Fan Co.
814             2013-09-04 00:00:00.000 510.278               National Bike Association                          1572        260         Sport Fan Co.                                      West Junction Cycles
824             2013-09-05 00:00:00.000 42455.2879            Sport Fan Co.                                      1632        260         West Junction Cycles                               Aurora Bike Center
834             2013-09-05 00:00:00.000 28212.0589            West Junction Cycles                               1556        260         Aurora Bike Center                                 Crowley Sport
848             2013-09-08 00:00:00.000 766.1827              Aurora Bike Center                                 1616        260         Crowley Sport                                      Greenwood Athletic Company
868             2013-09-09 00:00:00.000 48485.6873            Crowley Sport                                      1658        260         Greenwood Athletic Company                         Trey Research
878             2013-09-10 00:00:00.000 48485.6873            Greenwood Athletic Company                         1506        260         Trey Research                                      Norstan Bike Hut
888             2013-09-10 00:00:00.000 18056.0426            Trey Research                                      1584        260         Norstan Bike Hut                                   International Bicycles
898             2013-09-11 00:00:00.000 696.5677              Norstan Bike Hut                                   1562        260         International Bicycles                             Sport Playground
908             2013-09-12 00:00:00.000 31160.2541            International Bicycles                             1526        260         Sport Playground                                   Chicago City Saddles
912             2013-09-15 00:00:00.000 6572.8163             Sport Playground                                   1608        260         Chicago City Saddles                               Lakewood Bicycle
942             2013-09-18 00:00:00.000 31319.7885            Chicago City Saddles                               1696        260         Lakewood Bicycle                                   Superior Bicycles
980             2013-09-29 00:00:00.000 6311.1799             Lakewood Bicycle                                   1620        260         Superior Bicycles                                  Signature Cycles
1000            2013-10-06 00:00:00.000 100685.3348           Superior Bicycles                                  1576        260         Signature Cycles                                   Custom Frames, Inc.
1024            2013-10-10 00:00:00.000 44720.676             Signature Cycles                                   1588        260         Custom Frames, Inc.                                Chicago Rent-All
1052            2013-10-14 00:00:00.000 11748.1114            Custom Frames, Inc.                                1568        260         Chicago Rent-All                                   Hill's Bicycle Service
1042            2013-10-14 00:00:00.000 609.8274              Chicago Rent-All                                   1504        260         Hill's Bicycle Service                             Vision Cycles, Inc.
1070            2013-10-20 00:00:00.000 31319.7885            Hill's Bicycle Service                             1542        260         Vision Cycles, Inc.                                Anderson's Custom Bikes
1082            2013-10-21 00:00:00.000 39915.5006            Vision Cycles, Inc.                                1578        260         Anderson's Custom Bikes                            International Sport Assoc.
1092            2013-10-30 00:00:00.000 16164.0229            Anderson's Custom Bikes                            1664        260         International Sport Assoc.                         Jeff's Sporting Goods
1132            2013-11-08 00:00:00.000 4103.2241             International Sport Assoc.                         1644        260         Jeff's Sporting Goods                              Vista Road Bikes
4010            2013-11-09 00:00:00.000 41536.00              Jeff's Sporting Goods                              1574        260         Vista Road Bikes                                   Proseware, Inc.
1162            2013-11-12 00:00:00.000 41817.1504            Vista Road Bikes                                   1538        260         Proseware, Inc.                                    Capital Road Cycles
1172            2013-11-13 00:00:00.000 36852.4406            Proseware, Inc.                                    1678        260         Capital Road Cycles                                Gardner Touring Cycles
1182            2013-11-15 00:00:00.000 15104.7146            Capital Road Cycles                                1560        260         Gardner Touring Cycles                             Jackson Authority
1202            2013-11-19 00:00:00.000 502.6203              Gardner Touring Cycles                             1516        260         Jackson Authority                                  Sport Fan Co.
1212            2013-11-20 00:00:00.000 48485.6873            Jackson Authority                                  1680        260         Sport Fan Co.                                      West Junction Cycles
1232            2013-11-22 00:00:00.000 42455.2879            Sport Fan Co.                                      1632        260         West Junction Cycles                               Carlson Specialties
1242            2013-11-25 00:00:00.000 28212.0589            West Junction Cycles                               1556        260         Carlson Specialties                                Crowley Sport
1262            2013-11-26 00:00:00.000 7121.6145             Carlson Specialties                                1692        260         Crowley Sport                                      Greenwood Athletic Company
1272            2013-11-27 00:00:00.000 48485.6873            Crowley Sport                                      1658        260         Greenwood Athletic Company                         Trey Research
1282            2013-11-28 00:00:00.000 48485.6873            Greenwood Athletic Company                         1506        260         Trey Research                                      Sport Playground
1292            2013-11-28 00:00:00.000 7227.4293             Trey Research                                      1584        260         Sport Playground                                   Chicago City Saddles
1312            2013-11-29 00:00:00.000 6572.8163             Sport Playground                                   1608        260         Chicago City Saddles                               Hill Bicycle Center
1342            2013-12-05 00:00:00.000 37701.1635            Chicago City Saddles                               1696        260         Hill Bicycle Center                                Lakewood Bicycle
1362            2013-12-06 00:00:00.000 7880.9981             Hill Bicycle Center                                1626        260         Lakewood Bicycle                                   Superior Bicycles
1372            2013-12-06 00:00:00.000 6311.1799             Lakewood Bicycle                                   1620        260         Superior Bicycles                                  Custom Frames, Inc.
1392            2013-12-11 00:00:00.000 100685.3348           Superior Bicycles                                  1576        260         Custom Frames, Inc.                                Hill's Bicycle Service
1432            2013-12-13 00:00:00.000 12060.7988            Custom Frames, Inc.                                1568        260         Hill's Bicycle Service                             Premier Sport, Inc.
1442            2013-12-17 00:00:00.000 31319.7885            Hill's Bicycle Service                             1542        260         Premier Sport, Inc.                                SUPERSALES INC.
1462            2013-12-18 00:00:00.000 23821.6729            Premier Sport, Inc.                                1682        260         SUPERSALES INC.                                    Circuit Cycles
1472            2013-12-19 00:00:00.000 580.125               SUPERSALES INC.                                    1590        260         Circuit Cycles                                     Bicycle Specialists
1502            2013-12-23 00:00:00.000 4211.7075             Circuit Cycles                                     1544        260         Bicycle Specialists                                Comfort Road Bicycles
1572            2013-12-30 00:00:00.000 38281.8686            Bicycle Specialists                                1628        260         Comfort Road Bicycles                              Electronic Bike Repair & Supplies
1582            2013-12-31 00:00:00.000 31019.8639            Comfort Road Bicycles                              1530        260         Electronic Bike Repair & Supplies                  Inline Accessories
1592            2014-01-01 00:00:00.000 31817.5358            Electronic Bike Repair & Supplies                  1646        260         Inline Accessories                                 Trikes, Inc.
1602            2014-01-02 00:00:00.000 38281.8686            Inline Accessories                                 1638        260         Trikes, Inc.                                       Allenson Cycles
